"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310010] PAGA";"53";"5310";"5310010";"7";"1";"74803963";"1858";"12077";"5";"358820";"475320"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310011] MEGO";"53";"5310";"5310011";"7";"1";"48090658";"1651";"10597";"236";"466627.5";"653104"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310012] TANA WAWO";"53";"5310";"5310012";"7";"1";"42754905";"87";"3965";"0";"63455.7";"95363"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310020] LELA";"53";"5310";"5310020";"7";"1";"48095019";"2215";"9424";"244";"84209.19";"226930"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310030] BOLA";"53";"5310";"5310030";"7";"1";"42739566";"1442";"6139";"444";"118293.6";"171224"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310031] DORENG";"53";"5310";"5310031";"7";"1";"42749193";"950";"4850";"6";"88010";"153073"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310032] MAPITARA";"53";"5310";"5310032";"7";"1";"21381838";"786";"653";"61";"7510.69";"9430"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310040] TALIBURA";"53";"5310";"5310040";"7";"1";"106893994";"2896";"17907";"254";"302993.54";"851854"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310041] WAIGETE";"53";"5310";"5310041";"7";"1";"58799241";"8830";"15111";"407";"353090.03";"652014"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310042] WAIBLAMA";"53";"5310";"5310042";"7";"1";"32072287";"1227";"1499";"169";"12941.83";"77185"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310050] KEWAPANTE";"53";"5310";"5310050";"7";"1";"48108819";"631";"7016";"9";"188312";"298940"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"7";"1";"37417897";"895";"5453";"22";"323988.64";"387663"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310052] KANGAE";"53";"5310";"5310052";"7";"1";"48108323";"4846";"9342";"46";"96975.2";"261574"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310062] KOTING";"53";"5310";"5310062";"7";"1";"37418116";"2066";"5156";"204";"98637.71000000001";"143275"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310063] NELLE";"53";"5310";"5310063";"7";"1";"26727100";"415";"4182";"27";"78575.7";"167111"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310070] NITA";"53";"5310";"5310070";"7";"1";"80177849";"4188";"24471";"82";"813493.1";"1311875"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310071] MAGEPANDA";"53";"5310";"5310071";"7";"1";"42761307";"1640";"2138";"195";"46476";"86298"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310080] ALOK";"53";"5310";"5310080";"7";"1";"26725538";"249";"1981";"46";"79439.89999999999";"154821"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310081] ALOK BARAT";"53";"5310";"5310081";"7";"1";"21380109";"144";"409";"43";"9959";"23899"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"7";"1";"53450462";"355";"2429";"21";"118283.3";"140451"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2155";"[5310] SIKKA";"53";"5310";"5310999";"7";"1";"940656184";"37371";"144799";"2521";"3710092.63";"6341404"
