tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;jenis_produksi;satuan_produksi;ID;sum_jumlah_tanaman_belum_menghasilkan;sum_jumlah_tanaman_menghasilkan;sum_jumlah_tanaman_tidak_menghasilkan;sum_produksi_volume;sum_produksi_nilai
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2701;[5310052] KANGAE;53;5310;5310052;9;4;51978;0;10;0;80;350
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2701;[5310082] ALOK TIMUR;53;5310;5310082;9;4;52182;0;97;0;2;500
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2701;[5310] SIKKA;53;5310;5310999;9;4;104160;0;107;0;82;850
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2702;[5310052] KANGAE;53;5310;5310052;19;2;406235;0;10;0;10;350
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2702;[5310080] ALOK;53;5310;5310080;19;2;406141;0;2;0;3;50
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2702;[5310] SIKKA;53;5310;5310999;19;2;812376;0;12;0;13;400
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2703;[5310062] KOTING;53;5310;5310062;22;3;527829;0;500;0;2;1400
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2703;[5310081] ALOK BARAT;53;5310;5310081;22;3;527871;14;7;3;4;100
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2703;[5310] SIKKA;53;5310;5310999;22;3;1055700;14;507;3;6;1500
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2704;[5310010] PAGA;53;5310;5310010;19;2;734316;0;7;0;2;3
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2704;[5310040] TALIBURA;53;5310;5310040;19;2;734235;0;20;0;20;500
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2704;[5310052] KANGAE;53;5310;5310052;9;4;733860;0;15;0;45;150
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2704;[5310080] ALOK;53;5310;5310080;19;2;733764;0;7;0;7;150
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2704;[5310] SIKKA;53;5310;5310999;19;2;2202315;0;34;0;29;653
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2704;[5310] SIKKA;53;5310;5310999;9;4;733860;0;15;0;45;150
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2705;[5310020] LELA;53;5310;5310020;19;2;763888;29;1;0;1;10
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2705;[5310042] WAIBLAMA;53;5310;5310042;19;2;763808;0;50;0;22;456
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2705;[5310] SIKKA;53;5310;5310999;19;2;1527696;29;51;0;23;466
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2709;[5310052] KANGAE;53;5310;5310052;19;2;171122;0;10;0;10;500
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2709;[5310] SIKKA;53;5310;5310999;19;2;171122;0;10;0;10;500
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2712;[5310080] ALOK;53;5310;5310080;19;2;631139;0;4;0;4;100
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2712;[5310] SIKKA;53;5310;5310999;19;2;631139;0;4;0;4;100
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2799;[5310080] ALOK;53;5310;5310080;19;2;3354290;0;47;0;38;5692
BAB_4_tabel_4_63_jenis_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2799;[5310] SIKKA;53;5310;5310999;19;2;3354290;0;47;0;38;5692
